"species","trait","class","pct"
"Neotullbergia crassicuspis","pigmentation","absent",100
"Neotullbergia crassicuspis","pigmentation","present",0
"Neotullbergia crassicuspis","reproduction","asexual",0
"Neotullbergia crassicuspis","reproduction","sexual",100
"Neotullbergia crassicuspis","scales","absent",100
"Neotullbergia crassicuspis","scales","present",0
"Neotullbergia ramicuspis","body_shape","cylindrical",100
"Neotullbergia ramicuspis","body_shape","spherical",0
"Neotullbergia ramicuspis","furca","absent",100
"Neotullbergia ramicuspis","furca","present",0
"Neotullbergia ramicuspis","ocelli","1_3",0
"Neotullbergia ramicuspis","ocelli","4_7",0
"Neotullbergia ramicuspis","ocelli","8",0
"Neotullbergia ramicuspis","ocelli","absent",100
"Neotullbergia ramicuspis","pigmentation","absent",100
"Neotullbergia ramicuspis","pigmentation","present",0
"Neotullbergia ramicuspis","reproduction","asexual",0
"Neotullbergia ramicuspis","reproduction","sexual",100
"Neotullbergia ramicuspis","scales","absent",100
"Neotullbergia ramicuspis","scales","present",0
"Oncopodura crassicornis","furca","absent",0
"Oncopodura crassicornis","furca","present",100
"Oncopodura crassicornis","ocelli","1_3",0
"Oncopodura crassicornis","ocelli","4_7",0
"Oncopodura crassicornis","ocelli","8",0
"Oncopodura crassicornis","ocelli","absent",100
"Oncopodura crassicornis","pigmentation","absent",100
"Oncopodura crassicornis","pigmentation","present",0
"Oncopodura crassicornis","reproduction","asexual",50
"Oncopodura crassicornis","reproduction","sexual",50
"Oncopodura crassicornis","scales","absent",0
"Oncopodura crassicornis","scales","present",100
"Orchesella cincta","body_shape","cylindrical",100
"Orchesella cincta","body_shape","spherical",0
"Orchesella cincta","furca","absent",0
"Orchesella cincta","furca","present",100
"Orchesella cincta","ocelli","1_3",0
"Orchesella cincta","ocelli","4_7",0
"Orchesella cincta","ocelli","8",100
"Orchesella cincta","ocelli","absent",0
"Orchesella cincta","pigmentation","absent",0
"Orchesella cincta","pigmentation","present",100
"Orchesella cincta","post_antennal_organ","absent",100
"Orchesella cincta","post_antennal_organ","present",0
"Orchesella cincta","scales","absent",100
"Orchesella cincta","scales","present",0
"Orchesella quinquefasciata","body_shape","cylindrical",100
"Orchesella quinquefasciata","body_shape","spherical",0
"Orchesella quinquefasciata","furca","absent",0
"Orchesella quinquefasciata","furca","present",100
"Orchesella quinquefasciata","ocelli","1_3",0
"Orchesella quinquefasciata","ocelli","4_7",0
"Orchesella quinquefasciata","ocelli","8",100
"Orchesella quinquefasciata","ocelli","absent",0
"Orchesella quinquefasciata","pigmentation","absent",0
"Orchesella quinquefasciata","pigmentation","present",100
"Orchesella quinquefasciata","post_antennal_organ","absent",100
"Orchesella quinquefasciata","post_antennal_organ","present",0
"Orchesella quinquefasciata","reproduction","asexual",0
"Orchesella quinquefasciata","reproduction","sexual",100
"Orchesella quinquefasciata","scales","absent",100
"Orchesella quinquefasciata","scales","present",0
"Orchesella villosa","body_shape","cylindrical",100
"Orchesella villosa","body_shape","spherical",0
"Orchesella villosa","furca","absent",0
"Orchesella villosa","furca","present",100
"Orchesella villosa","ocelli","1_3",0
"Orchesella villosa","ocelli","4_7",0
"Orchesella villosa","ocelli","8",100
"Orchesella villosa","ocelli","absent",0
"Orchesella villosa","pigmentation","absent",0
"Orchesella villosa","pigmentation","present",100
"Orchesella villosa","reproduction","asexual",0
"Orchesella villosa","reproduction","sexual",100
"Orchesella villosa","scales","absent",100
"Orchesella villosa","scales","present",0
"Paratullbergia callipygos","body_shape","cylindrical",100
"Paratullbergia callipygos","body_shape","spherical",0
"Paratullbergia callipygos","furca","absent",100
"Paratullbergia callipygos","furca","present",0
"Paratullbergia callipygos","ocelli","1_3",0
"Paratullbergia callipygos","ocelli","4_7",0
"Paratullbergia callipygos","ocelli","8",0
"Paratullbergia callipygos","ocelli","absent",100
"Paratullbergia callipygos","pigmentation","absent",100
"Paratullbergia callipygos","pigmentation","present",0
"Paratullbergia callipygos","post_antennal_organ","absent",0
"Paratullbergia callipygos","post_antennal_organ","present",100
"Paratullbergia callipygos","reproduction","asexual",66
"Paratullbergia callipygos","reproduction","sexual",34
"Paratullbergia callipygos","scales","absent",100
"Paratullbergia callipygos","scales","present",0
"Paratullbergia macdougalli","body_shape","cylindrical",100
"Paratullbergia macdougalli","body_shape","spherical",0
"Paratullbergia macdougalli","furca","absent",100
"Paratullbergia macdougalli","furca","present",0
"Paratullbergia macdougalli","ocelli","1_3",0
"Paratullbergia macdougalli","ocelli","4_7",0
"Paratullbergia macdougalli","ocelli","8",0
"Paratullbergia macdougalli","ocelli","absent",100
"Paratullbergia macdougalli","pigmentation","absent",100
"Paratullbergia macdougalli","pigmentation","present",0
"Paratullbergia macdougalli","post_antennal_organ","absent",0
"Paratullbergia macdougalli","post_antennal_organ","present",100
"Paratullbergia macdougalli","reproduction","asexual",66
"Paratullbergia macdougalli","reproduction","sexual",34
"Paratullbergia macdougalli","scales","absent",100
"Paratullbergia macdougalli","scales","present",0
"Parisotoma ekmani","body_shape","cylindrical",100
"Parisotoma ekmani","body_shape","spherical",0
"Parisotoma ekmani","furca","absent",0
"Parisotoma ekmani","furca","present",100
"Parisotoma ekmani","ocelli","1_3",100
"Parisotoma ekmani","ocelli","4_7",0
"Parisotoma ekmani","ocelli","8",0
"Parisotoma ekmani","ocelli","absent",0
"Parisotoma ekmani","pigmentation","absent",100
"Parisotoma ekmani","pigmentation","present",0
"Parisotoma ekmani","post_antennal_organ","absent",0
"Parisotoma ekmani","post_antennal_organ","present",100
"Parisotoma ekmani","scales","absent",100
"Parisotoma ekmani","scales","present",0
"Parisotoma notabilis","body_shape","cylindrical",100
"Parisotoma notabilis","body_shape","spherical",0
"Parisotoma notabilis","furca","absent",0
"Parisotoma notabilis","furca","present",100
"Parisotoma notabilis","ocelli","1_3",0
"Parisotoma notabilis","ocelli","4_7",100
"Parisotoma notabilis","ocelli","8",0
"Parisotoma notabilis","ocelli","absent",0
"Parisotoma notabilis","pigmentation","absent",0
"Parisotoma notabilis","pigmentation","present",100
"Parisotoma notabilis","post_antennal_organ","absent",0
"Parisotoma notabilis","post_antennal_organ","present",100
"Parisotoma notabilis","reproduction","asexual",60
"Parisotoma notabilis","reproduction","sexual",40
"Parisotoma notabilis","scales","absent",100
"Parisotoma notabilis","scales","present",0
"Proctostephanus stuckeni","body_shape","cylindrical",100
"Proctostephanus stuckeni","body_shape","spherical",0
"Proctostephanus stuckeni","furca","absent",0
"Proctostephanus stuckeni","furca","present",100
"Proctostephanus stuckeni","ocelli","1_3",0
"Proctostephanus stuckeni","ocelli","4_7",0
"Proctostephanus stuckeni","ocelli","8",100
"Proctostephanus stuckeni","ocelli","absent",0
"Proctostephanus stuckeni","pigmentation","absent",0
"Proctostephanus stuckeni","pigmentation","present",100
"Proctostephanus stuckeni","post_antennal_organ","absent",0
"Proctostephanus stuckeni","post_antennal_organ","present",100
"Proctostephanus stuckeni","reproduction","asexual",50
"Proctostephanus stuckeni","reproduction","sexual",50
"Proctostephanus stuckeni","scales","absent",100
"Proctostephanus stuckeni","scales","present",0
"Proisotoma minima","body_shape","cylindrical",100
"Proisotoma minima","body_shape","spherical",0
"Proisotoma minima","furca","absent",0
"Proisotoma minima","furca","present",100
"Proisotoma minima","ocelli","1_3",0
"Proisotoma minima","ocelli","4_7",100
"Proisotoma minima","ocelli","8",0
"Proisotoma minima","ocelli","absent",0
"Proisotoma minima","pigmentation","absent",0
"Proisotoma minima","pigmentation","present",100
"Proisotoma minima","post_antennal_organ","absent",0
"Proisotoma minima","post_antennal_organ","present",100
"Proisotoma minima","reproduction","asexual",0
"Proisotoma minima","reproduction","sexual",100
"Proisotoma minima","scales","absent",100
"Proisotoma minima","scales","present",0
"Protaphorura armata","body_shape","cylindrical",100
"Protaphorura armata","body_shape","spherical",0
"Protaphorura armata","furca","absent",100
"Protaphorura armata","furca","present",0
"Protaphorura armata","ocelli","1_3",0
"Protaphorura armata","ocelli","4_7",0
"Protaphorura armata","ocelli","8",0
"Protaphorura armata","ocelli","absent",100
"Protaphorura armata","pigmentation","absent",100
"Protaphorura armata","pigmentation","present",0
"Protaphorura armata","post_antennal_organ","absent",0
"Protaphorura armata","post_antennal_organ","present",100
"Protaphorura armata","reproduction","asexual",100
"Protaphorura armata","reproduction","sexual",0
"Protaphorura armata","scales","absent",100
"Protaphorura armata","scales","present",0
"Protaphorura aurantiaca","body_shape","cylindrical",100
"Protaphorura aurantiaca","body_shape","spherical",0
"Protaphorura aurantiaca","furca","absent",100
"Protaphorura aurantiaca","furca","present",0
"Protaphorura aurantiaca","ocelli","1_3",0
"Protaphorura aurantiaca","ocelli","4_7",0
"Protaphorura aurantiaca","ocelli","8",0
"Protaphorura aurantiaca","ocelli","absent",100
"Protaphorura aurantiaca","pigmentation","absent",100
"Protaphorura aurantiaca","pigmentation","present",0
"Protaphorura aurantiaca","post_antennal_organ","absent",0
"Protaphorura aurantiaca","post_antennal_organ","present",100
"Protaphorura aurantiaca","scales","absent",100
"Protaphorura aurantiaca","scales","present",0
"Protaphorura subarmata","body_shape","cylindrical",100
"Protaphorura subarmata","body_shape","spherical",0
"Protaphorura subarmata","furca","absent",100
"Protaphorura subarmata","furca","present",0
"Protaphorura subarmata","ocelli","1_3",0
"Protaphorura subarmata","ocelli","4_7",0
"Protaphorura subarmata","ocelli","8",0
"Protaphorura subarmata","ocelli","absent",100
"Protaphorura subarmata","pigmentation","absent",100
"Protaphorura subarmata","pigmentation","present",0
"Protaphorura subarmata","post_antennal_organ","absent",0
"Protaphorura subarmata","post_antennal_organ","present",100
"Protaphorura subarmata","reproduction","asexual",100
"Protaphorura subarmata","reproduction","sexual",0
"Protaphorura subarmata","scales","absent",100
"Protaphorura subarmata","scales","present",0
"Pseudosinella alba","body_shape","cylindrical",100
"Pseudosinella alba","body_shape","spherical",0
"Pseudosinella alba","furca","absent",0
"Pseudosinella alba","furca","present",100
"Pseudosinella alba","ocelli","1_3",100
"Pseudosinella alba","ocelli","4_7",0
"Pseudosinella alba","ocelli","8",0
"Pseudosinella alba","ocelli","absent",0
"Pseudosinella alba","pigmentation","absent",83
"Pseudosinella alba","pigmentation","present",17
"Pseudosinella alba","post_antennal_organ","absent",100
"Pseudosinella alba","post_antennal_organ","present",0
"Pseudosinella alba","reproduction","asexual",0
"Pseudosinella alba","reproduction","sexual",100
"Pseudosinella alba","scales","absent",0
"Pseudosinella alba","scales","present",100
"Pseudosinella decipiens","body_shape","cylindrical",100
"Pseudosinella decipiens","body_shape","spherical",0
"Pseudosinella decipiens","furca","absent",0
"Pseudosinella decipiens","furca","present",100
"Pseudosinella decipiens","ocelli","1_3",0
"Pseudosinella decipiens","ocelli","4_7",0
"Pseudosinella decipiens","ocelli","8",0
"Pseudosinella decipiens","ocelli","absent",100
"Pseudosinella decipiens","pigmentation","absent",75
"Pseudosinella decipiens","pigmentation","present",25
"Pseudosinella decipiens","post_antennal_organ","absent",100
"Pseudosinella decipiens","post_antennal_organ","present",0
"Pseudosinella decipiens","scales","absent",0
"Pseudosinella decipiens","scales","present",100
"Pseudosinella immaculata","body_shape","cylindrical",100
"Pseudosinella immaculata","body_shape","spherical",0
"Pseudosinella immaculata","furca","absent",0
"Pseudosinella immaculata","furca","present",100
"Pseudosinella immaculata","ocelli","1_3",0
"Pseudosinella immaculata","ocelli","4_7",0
"Pseudosinella immaculata","ocelli","8",0
"Pseudosinella immaculata","ocelli","absent",100
"Pseudosinella immaculata","pigmentation","absent",75
"Pseudosinella immaculata","pigmentation","present",25
"Pseudosinella immaculata","post_antennal_organ","absent",100
"Pseudosinella immaculata","post_antennal_organ","present",0
"Pseudosinella immaculata","reproduction","asexual",0
"Pseudosinella immaculata","reproduction","sexual",100
"Pseudosinella immaculata","scales","absent",0
"Pseudosinella immaculata","scales","present",100
"Pseudosinella octopunctata","body_shape","cylindrical",100
"Pseudosinella octopunctata","body_shape","spherical",0
"Pseudosinella octopunctata","furca","absent",0
"Pseudosinella octopunctata","furca","present",100
"Pseudosinella octopunctata","ocelli","1_3",0
"Pseudosinella octopunctata","ocelli","4_7",100
"Pseudosinella octopunctata","ocelli","8",0
"Pseudosinella octopunctata","ocelli","absent",0
"Pseudosinella octopunctata","pigmentation","absent",100
"Pseudosinella octopunctata","pigmentation","present",0
"Pseudosinella octopunctata","post_antennal_organ","absent",100
"Pseudosinella octopunctata","post_antennal_organ","present",0
"Pseudosinella octopunctata","reproduction","asexual",0
"Pseudosinella octopunctata","reproduction","sexual",100
"Pseudosinella octopunctata","scales","absent",0
"Pseudosinella octopunctata","scales","present",100
"Pseudosinella petterseni","body_shape","cylindrical",100
"Pseudosinella petterseni","body_shape","spherical",0
"Pseudosinella petterseni","furca","absent",0
"Pseudosinella petterseni","furca","present",100
"Pseudosinella petterseni","ocelli","1_3",0
"Pseudosinella petterseni","ocelli","4_7",0
"Pseudosinella petterseni","ocelli","8",0
"Pseudosinella petterseni","ocelli","absent",100
"Pseudosinella petterseni","pigmentation","absent",50
"Pseudosinella petterseni","pigmentation","present",50
"Pseudosinella petterseni","post_antennal_organ","absent",100
"Pseudosinella petterseni","post_antennal_organ","present",0
"Pseudosinella petterseni","reproduction","asexual",0
"Pseudosinella petterseni","reproduction","sexual",100
"Pseudosinella petterseni","scales","absent",0
"Pseudosinella petterseni","scales","present",100
"Pseudosinella sexoculata","body_shape","cylindrical",100
"Pseudosinella sexoculata","body_shape","spherical",0
"Pseudosinella sexoculata","furca","absent",0
"Pseudosinella sexoculata","furca","present",100
"Pseudosinella sexoculata","pigmentation","absent",100
"Pseudosinella sexoculata","pigmentation","present",0
"Pseudosinella sexoculata","reproduction","asexual",0
"Pseudosinella sexoculata","reproduction","sexual",100
"Pseudosinella sexoculata","scales","absent",0
"Pseudosinella sexoculata","scales","present",100
"Schoettella ununguiculata","body_shape","cylindrical",100
"Schoettella ununguiculata","body_shape","spherical",0
"Schoettella ununguiculata","furca","absent",0
"Schoettella ununguiculata","furca","present",100
"Schoettella ununguiculata","ocelli","1_3",0
"Schoettella ununguiculata","ocelli","4_7",0
"Schoettella ununguiculata","ocelli","8",100
"Schoettella ununguiculata","ocelli","absent",0
"Schoettella ununguiculata","pigmentation","absent",0
"Schoettella ununguiculata","pigmentation","present",100
"Schoettella ununguiculata","post_antennal_organ","absent",0
"Schoettella ununguiculata","post_antennal_organ","present",100
"Schoettella ununguiculata","reproduction","asexual",50
"Schoettella ununguiculata","reproduction","sexual",50
"Schoettella ununguiculata","scales","absent",100
"Schoettella ununguiculata","scales","present",0
"Seira ferrarii","body_shape","cylindrical",100
"Seira ferrarii","body_shape","spherical",0
"Seira ferrarii","furca","absent",0
"Seira ferrarii","furca","present",100
"Seira ferrarii","ocelli","1_3",0
"Seira ferrarii","ocelli","4_7",0
"Seira ferrarii","ocelli","8",100
"Seira ferrarii","ocelli","absent",0
"Seira ferrarii","pigmentation","absent",0
"Seira ferrarii","pigmentation","present",100
"Seira ferrarii","reproduction","asexual",50
"Seira ferrarii","reproduction","sexual",50
"Seira ferrarii","scales","absent",0
"Seira ferrarii","scales","present",100
"Sinella curviseta","body_shape","cylindrical",100
"Sinella curviseta","body_shape","spherical",0
"Sinella curviseta","furca","absent",0
"Sinella curviseta","furca","present",100
"Sinella curviseta","ocelli","1_3",100
"Sinella curviseta","ocelli","4_7",0
"Sinella curviseta","ocelli","8",0
"Sinella curviseta","ocelli","absent",0
"Sinella curviseta","pigmentation","absent",100
"Sinella curviseta","pigmentation","present",0
"Sinella curviseta","post_antennal_organ","absent",100
"Sinella curviseta","post_antennal_organ","present",0
"Sinella curviseta","scales","absent",100
"Sinella curviseta","scales","present",0
"Sminthurides assimilis","body_shape","cylindrical",0
"Sminthurides assimilis","body_shape","spherical",100
"Sminthurides assimilis","furca","absent",0
"Sminthurides assimilis","furca","present",100
"Sminthurides assimilis","ocelli","1_3",0
"Sminthurides assimilis","ocelli","4_7",0
"Sminthurides assimilis","ocelli","8",100
"Sminthurides assimilis","ocelli","absent",0
"Sminthurides assimilis","pigmentation","absent",0
"Sminthurides assimilis","pigmentation","present",100
"Sminthurides assimilis","reproduction","asexual",0
"Sminthurides assimilis","reproduction","sexual",100
"Sminthurides assimilis","scales","absent",100
"Sminthurides assimilis","scales","present",0
"Sminthurides malmgreni","body_shape","cylindrical",0
"Sminthurides malmgreni","body_shape","spherical",100
"Sminthurides malmgreni","furca","absent",0
"Sminthurides malmgreni","furca","present",100
"Sminthurides malmgreni","ocelli","1_3",0
"Sminthurides malmgreni","ocelli","4_7",0
"Sminthurides malmgreni","ocelli","8",100
"Sminthurides malmgreni","ocelli","absent",0
"Sminthurides malmgreni","pigmentation","absent",0
"Sminthurides malmgreni","pigmentation","present",100
"Sminthurides malmgreni","reproduction","asexual",0
"Sminthurides malmgreni","reproduction","sexual",100
"Sminthurides malmgreni","scales","absent",100
"Sminthurides malmgreni","scales","present",0
"Sminthurides parvulus","body_shape","cylindrical",0
"Sminthurides parvulus","body_shape","spherical",100
"Sminthurides parvulus","furca","absent",0
"Sminthurides parvulus","furca","present",100
"Sminthurides parvulus","ocelli","1_3",0
"Sminthurides parvulus","ocelli","4_7",0
"Sminthurides parvulus","ocelli","8",100
"Sminthurides parvulus","ocelli","absent",0
"Sminthurides parvulus","pigmentation","absent",0
"Sminthurides parvulus","pigmentation","present",100
"Sminthurides parvulus","reproduction","asexual",0
"Sminthurides parvulus","reproduction","sexual",100
"Sminthurides parvulus","scales","absent",100
"Sminthurides parvulus","scales","present",0
"Sminthurides schoetti","body_shape","cylindrical",0
"Sminthurides schoetti","body_shape","spherical",100
"Sminthurides schoetti","furca","absent",0
"Sminthurides schoetti","furca","present",100
"Sminthurides schoetti","ocelli","1_3",0
"Sminthurides schoetti","ocelli","4_7",0
"Sminthurides schoetti","ocelli","8",100
"Sminthurides schoetti","ocelli","absent",0
"Sminthurides schoetti","pigmentation","absent",0
"Sminthurides schoetti","pigmentation","present",100
"Sminthurides schoetti","reproduction","asexual",0
"Sminthurides schoetti","reproduction","sexual",100
"Sminthurides schoetti","scales","absent",100
"Sminthurides schoetti","scales","present",0
"Sminthurides sexoculatus","body_shape","cylindrical",0
"Sminthurides sexoculatus","body_shape","spherical",100
"Sminthurides sexoculatus","furca","absent",0
"Sminthurides sexoculatus","furca","present",100
"Sminthurides sexoculatus","ocelli","1_3",0
"Sminthurides sexoculatus","ocelli","4_7",100
"Sminthurides sexoculatus","ocelli","8",0
"Sminthurides sexoculatus","ocelli","absent",0
"Sminthurides sexoculatus","pigmentation","absent",0
"Sminthurides sexoculatus","pigmentation","present",100
"Sminthurides sexoculatus","reproduction","asexual",0
"Sminthurides sexoculatus","reproduction","sexual",100
"Sminthurides sexoculatus","scales","absent",100
"Sminthurides sexoculatus","scales","present",0
"Sminthurides signatus","body_shape","cylindrical",0
"Sminthurides signatus","body_shape","spherical",100
"Sminthurides signatus","furca","absent",0
"Sminthurides signatus","furca","present",100
"Sminthurides signatus","ocelli","1_3",0
"Sminthurides signatus","ocelli","4_7",0
"Sminthurides signatus","ocelli","8",100
"Sminthurides signatus","ocelli","absent",0
"Sminthurides signatus","pigmentation","absent",0
"Sminthurides signatus","pigmentation","present",100
"Sminthurides signatus","post_antennal_organ","absent",100
"Sminthurides signatus","post_antennal_organ","present",0
"Sminthurides signatus","reproduction","asexual",0
"Sminthurides signatus","reproduction","sexual",100
"Sminthurides signatus","scales","absent",100
"Sminthurides signatus","scales","present",0
"Sminthurinus aureus","body_shape","cylindrical",0
"Sminthurinus aureus","body_shape","spherical",100
"Sminthurinus aureus","furca","absent",0
"Sminthurinus aureus","furca","present",100
"Sminthurinus aureus","ocelli","1_3",0
"Sminthurinus aureus","ocelli","4_7",0
"Sminthurinus aureus","ocelli","8",100
"Sminthurinus aureus","ocelli","absent",0
"Sminthurinus aureus","pigmentation","absent",0
"Sminthurinus aureus","pigmentation","present",100
"Sminthurinus aureus","reproduction","asexual",0
"Sminthurinus aureus","reproduction","sexual",100
"Sminthurinus aureus","scales","absent",100
"Sminthurinus aureus","scales","present",0
"Sminthurinus bimaculatus","body_shape","cylindrical",0
"Sminthurinus bimaculatus","body_shape","spherical",100
"Sminthurinus bimaculatus","furca","absent",0
"Sminthurinus bimaculatus","furca","present",100
"Sminthurinus bimaculatus","ocelli","1_3",0
"Sminthurinus bimaculatus","ocelli","4_7",0
"Sminthurinus bimaculatus","ocelli","8",100
"Sminthurinus bimaculatus","ocelli","absent",0
"Sminthurinus bimaculatus","pigmentation","absent",0
"Sminthurinus bimaculatus","pigmentation","present",100
"Sminthurinus bimaculatus","reproduction","asexual",0
"Sminthurinus bimaculatus","reproduction","sexual",100
"Sminthurinus bimaculatus","scales","absent",100
"Sminthurinus bimaculatus","scales","present",0
"Sminthurinus elegans","body_shape","cylindrical",0
"Sminthurinus elegans","body_shape","spherical",100
"Sminthurinus elegans","furca","absent",0
"Sminthurinus elegans","furca","present",100
"Sminthurinus elegans","ocelli","1_3",0
"Sminthurinus elegans","ocelli","4_7",0
"Sminthurinus elegans","ocelli","8",100
"Sminthurinus elegans","ocelli","absent",0
"Sminthurinus elegans","pigmentation","absent",20
"Sminthurinus elegans","pigmentation","present",80
"Sminthurinus elegans","reproduction","asexual",0
"Sminthurinus elegans","reproduction","sexual",100
"Sminthurinus elegans","scales","absent",100
"Sminthurinus elegans","scales","present",0
"Sminthurinus niger","body_shape","cylindrical",0
"Sminthurinus niger","body_shape","spherical",100
"Sminthurinus niger","furca","absent",0
"Sminthurinus niger","furca","present",100
"Sminthurinus niger","ocelli","1_3",0
"Sminthurinus niger","ocelli","4_7",0
"Sminthurinus niger","ocelli","8",100
"Sminthurinus niger","ocelli","absent",0
"Sminthurinus niger","pigmentation","absent",0
"Sminthurinus niger","pigmentation","present",100
"Sminthurinus niger","reproduction","asexual",0
"Sminthurinus niger","reproduction","sexual",100
"Sminthurinus niger","scales","absent",100
"Sminthurinus niger","scales","present",0
"Sminthurus multipunctatus","body_shape","cylindrical",0
"Sminthurus multipunctatus","body_shape","spherical",100
"Sminthurus multipunctatus","furca","absent",0
"Sminthurus multipunctatus","furca","present",100
"Sminthurus multipunctatus","ocelli","1_3",0
"Sminthurus multipunctatus","ocelli","4_7",0
"Sminthurus multipunctatus","ocelli","8",100
"Sminthurus multipunctatus","ocelli","absent",0
"Sminthurus multipunctatus","pigmentation","absent",0
"Sminthurus multipunctatus","pigmentation","present",100
"Sminthurus multipunctatus","reproduction","asexual",0
"Sminthurus multipunctatus","reproduction","sexual",100
"Sminthurus multipunctatus","scales","absent",100
"Sminthurus multipunctatus","scales","present",0
"Sminthurus viridis","body_shape","cylindrical",0
"Sminthurus viridis","body_shape","spherical",100
"Sminthurus viridis","furca","absent",0
"Sminthurus viridis","furca","present",100
"Sminthurus viridis","ocelli","1_3",0
"Sminthurus viridis","ocelli","4_7",0
"Sminthurus viridis","ocelli","8",100
"Sminthurus viridis","ocelli","absent",0
"Sminthurus viridis","pigmentation","absent",0
"Sminthurus viridis","pigmentation","present",100
"Sminthurus viridis","reproduction","asexual",0
"Sminthurus viridis","reproduction","sexual",100
"Sminthurus viridis","scales","absent",100
"Sminthurus viridis","scales","present",0
"Sphaeridia pumilis","body_shape","cylindrical",0
"Sphaeridia pumilis","body_shape","spherical",100
"Sphaeridia pumilis","furca","absent",0
"Sphaeridia pumilis","furca","present",100
"Sphaeridia pumilis","ocelli","1_3",0
"Sphaeridia pumilis","ocelli","4_7",0
"Sphaeridia pumilis","ocelli","8",100
"Sphaeridia pumilis","ocelli","absent",0
"Sphaeridia pumilis","pigmentation","absent",0
"Sphaeridia pumilis","pigmentation","present",100
"Sphaeridia pumilis","reproduction","asexual",0
"Sphaeridia pumilis","reproduction","sexual",100
"Sphaeridia pumilis","scales","absent",100
"Sphaeridia pumilis","scales","present",0
"Stenacidia violacea","body_shape","cylindrical",0
"Stenacidia violacea","body_shape","spherical",100
"Stenacidia violacea","furca","absent",0
"Stenacidia violacea","furca","present",100
"Stenacidia violacea","ocelli","1_3",0
"Stenacidia violacea","ocelli","4_7",0
"Stenacidia violacea","ocelli","8",100
"Stenacidia violacea","ocelli","absent",0
"Stenacidia violacea","pigmentation","absent",100
"Stenacidia violacea","pigmentation","present",0
"Stenacidia violacea","reproduction","asexual",0
"Stenacidia violacea","reproduction","sexual",100
"Stenacidia violacea","scales","absent",100
"Stenacidia violacea","scales","present",0
"Stenaphorurella denisi","body_shape","cylindrical",100
"Stenaphorurella denisi","body_shape","spherical",0
"Stenaphorurella denisi","furca","absent",100
"Stenaphorurella denisi","furca","present",0
"Stenaphorurella denisi","ocelli","1_3",0
"Stenaphorurella denisi","ocelli","4_7",0
"Stenaphorurella denisi","ocelli","8",0
"Stenaphorurella denisi","ocelli","absent",100
"Stenaphorurella denisi","pigmentation","absent",100
"Stenaphorurella denisi","pigmentation","present",0
"Stenaphorurella denisi","post_antennal_organ","absent",0
"Stenaphorurella denisi","post_antennal_organ","present",100
"Stenaphorurella denisi","reproduction","asexual",100
"Stenaphorurella denisi","reproduction","sexual",0
"Stenaphorurella denisi","scales","absent",100
"Stenaphorurella denisi","scales","present",0
"Supraphorura furcifera","body_shape","cylindrical",100
"Supraphorura furcifera","body_shape","spherical",0
"Supraphorura furcifera","furca","absent",0
"Supraphorura furcifera","furca","present",100
"Supraphorura furcifera","ocelli","1_3",0
"Supraphorura furcifera","ocelli","4_7",100
"Supraphorura furcifera","ocelli","8",0
"Supraphorura furcifera","ocelli","absent",0
"Supraphorura furcifera","pigmentation","absent",0
"Supraphorura furcifera","pigmentation","present",100
"Supraphorura furcifera","post_antennal_organ","absent",0
"Supraphorura furcifera","post_antennal_organ","present",100
"Supraphorura furcifera","reproduction","asexual",0
"Supraphorura furcifera","reproduction","sexual",100
"Supraphorura furcifera","scales","absent",100
"Supraphorura furcifera","scales","present",0
"Thalassaphorura debilis","body_shape","cylindrical",100
"Thalassaphorura debilis","body_shape","spherical",0
"Thalassaphorura debilis","furca","absent",100
"Thalassaphorura debilis","furca","present",0
"Thalassaphorura debilis","ocelli","1_3",0
"Thalassaphorura debilis","ocelli","4_7",0
"Thalassaphorura debilis","ocelli","8",0
"Thalassaphorura debilis","ocelli","absent",100
"Thalassaphorura debilis","pigmentation","absent",100
"Thalassaphorura debilis","pigmentation","present",0
"Thalassaphorura debilis","post_antennal_organ","absent",0
"Thalassaphorura debilis","post_antennal_organ","present",100
"Thalassaphorura debilis","reproduction","asexual",50
"Thalassaphorura debilis","reproduction","sexual",50
"Thalassaphorura debilis","scales","absent",100
"Thalassaphorura debilis","scales","present",0
"Tomocerus flavescens","body_shape","cylindrical",100
"Tomocerus flavescens","body_shape","spherical",0
"Tomocerus flavescens","furca","absent",0
"Tomocerus flavescens","furca","present",100
"Tomocerus flavescens","ocelli","1_3",0
"Tomocerus flavescens","ocelli","4_7",100
"Tomocerus flavescens","ocelli","8",0
"Tomocerus flavescens","ocelli","absent",0
"Tomocerus flavescens","pigmentation","absent",0
"Tomocerus flavescens","pigmentation","present",100
"Tomocerus flavescens","post_antennal_organ","absent",50
"Tomocerus flavescens","post_antennal_organ","present",50
"Tomocerus flavescens","reproduction","asexual",0
"Tomocerus flavescens","reproduction","sexual",100
"Tomocerus flavescens","scales","absent",0
"Tomocerus flavescens","scales","present",100
"Tomocerus minor","body_shape","cylindrical",100
"Tomocerus minor","body_shape","spherical",0
"Tomocerus minor","furca","absent",0
"Tomocerus minor","furca","present",100
"Tomocerus minor","ocelli","1_3",0
"Tomocerus minor","ocelli","4_7",100
"Tomocerus minor","ocelli","8",0
"Tomocerus minor","ocelli","absent",0
"Tomocerus minor","pigmentation","absent",0
"Tomocerus minor","pigmentation","present",100
"Tomocerus minor","post_antennal_organ","absent",50
"Tomocerus minor","post_antennal_organ","present",50
"Tomocerus minor","reproduction","asexual",0
